id,date,user,pc,activity
{U4Q5-G2IS80PA-8507FBDV},1/4/2010 8:00,CEM0698,PC-7317,Insert
{L8H5-O7XK53KB-7891MDNX},1/4/2010 8:47,CEM0698,PC-7317,Remove
{V0L3-C3VB93VG-3916LVWG},1/4/2010 10:05,CEM0698,PC-7317,Insert
{Y8X0-O5IM16PT-8423NUXU},1/4/2010 10:40,CEM0698,PC-7317,Remove
{T5W2-D4XR57XF-3974PCCL},1/4/2010 13:07,CEM0698,PC-7317,Insert
{M9W1-L2OY08SK-8208NMWU},1/4/2010 13:40,CEM0698,PC-7317,Remove
{V2Y4-G3RQ26BH-6726DKBC},1/4/2010 17:26,CEM0698,PC-7317,Insert
{S6W9-X4CH77TP-1798PQWC},1/4/2010 17:47,CEM0698,PC-7317,Remove
{G5Z2-B5VW16DQ-4685MEMU},1/4/2010 8:59,LMW0702,PC-4739,Insert
{Z6Y0-F8OZ26PE-7847OBEE},1/4/2010 9:00,LMW0702,PC-4739,Remove
{H2K8-P9WB06OX-8365NEXT},1/4/2010 10:30,LMW0702,PC-4739,Insert
{X3S4-O6XO73SS-3786CCIZ},1/4/2010 10:53,LMW0702,PC-4739,Remove
{E5Y4-K4RZ03KO-2061LVKP},1/4/2010 10:57,LMW0702,PC-4739,Insert
{R7V1-K7KT87OG-5026RLYH},1/4/2010 12:48,LMW0702,PC-4739,Remove
{Z2D7-K7ZW26OI-3497XPQD},1/4/2010 14:31,LMW0702,PC-4739,Insert
{V1M0-T2UD33BK-4970KLNZ},1/4/2010 15:17,LMW0702,PC-4739,Remove
{S1C1-M4JU94GI-3605AQHJ},1/4/2010 15:23,LMW0702,PC-4739,Insert
{B7Q6-T8DH38QH-1561BHKL},1/4/2010 15:39,LMW0702,PC-4739,Remove
{J2H1-I5IW68LG-3265VEVF},1/4/2010 8:02,SGS0706,PC-5357,Insert
{W4F1-R2UR00DX-7557ZHYS},1/4/2010 8:14,SGS0706,PC-5357,Remove
{D6L2-M1HJ52GG-9590BGNK},1/4/2010 8:18,SGS0706,PC-5357,Insert
{P3T0-T1XG87DR-5113LVMF},1/4/2010 8:47,SGS0706,PC-5357,Remove
{Q4A6-X2BM48BJ-0504QHWZ},1/4/2010 9:32,SGS0706,PC-5357,Insert
{M0G9-M8HP55DC-7886BGUL},1/4/2010 11:45,SGS0706,PC-5357,Remove
{L0Q6-V7GE25IO-8303LPYR},1/4/2010 11:56,SGS0706,PC-5357,Insert
{J9O5-M2FR98RI-9465RSZJ},1/4/2010 12:13,SGS0706,PC-5357,Remove
{K5Y1-V7LA44QS-7988FSJB},1/4/2010 12:15,SGS0706,PC-5357,Insert
{A7I9-Q2SG27RG-4831RXIH},1/4/2010 12:58,SGS0706,PC-5357,Remove
{S9J4-E7QN71XQ-9092GCFZ},1/4/2010 13:03,SGS0706,PC-5357,Insert
{R3C4-G1RR77LT-2339ECYG},1/4/2010 13:21,SGS0706,PC-5357,Remove
{P5B7-R7GT16VT-0353TEUV},1/4/2010 13:30,SGS0706,PC-5357,Insert
{L5S1-E7LC69EF-5706HJST},1/4/2010 13:37,SGS0706,PC-5357,Remove
{S1Z5-X2BL17GH-3720DMOM},1/4/2010 14:37,SGS0706,PC-5357,Insert
{Y2S2-J7UC24NF-1626JLUJ},1/4/2010 15:09,SGS0706,PC-5357,Remove
{B2Y0-G1QX12EM-9763SBUG},1/4/2010 16:58,SGS0706,PC-5357,Insert
{W7D0-T9IP62PJ-7630DXQS},1/4/2010 17:26,SGS0706,PC-5357,Remove
{K8A7-F1XD35AM-5117GDJS},1/4/2010 7:52,RAW0712,PC-3438,Insert
{G2L9-D2OR34GP-9506WFVB},1/4/2010 8:15,RAW0712,PC-3438,Remove
{N5E4-K4FN29JX-4342UBJH},1/4/2010 8:43,RAW0712,PC-3438,Insert
{H2L2-T2NJ00XU-2522RUNR},1/4/2010 10:04,RAW0712,PC-3438,Remove
{M2L9-N7BF36BJ-5050CDKR},1/4/2010 11:16,RAW0712,PC-3438,Insert
{M1F5-Y6ZP60BC-3197RYDR},1/4/2010 12:10,RAW0712,PC-3438,Remove
{B4Y3-A0TU92CQ-1416IEHX},1/4/2010 12:56,RAW0712,PC-3438,Insert
{X8G1-H0JW15VU-6213IDJD},1/4/2010 13:32,RAW0712,PC-3438,Remove
{P7F7-Z5FG99OS-5744NXDI},1/4/2010 9:18,UMM0715,PC-4256,Insert
{Q4U7-Q8LJ64PE-4900YWDM},1/4/2010 9:27,UMM0715,PC-4256,Remove
{G4W5-A1BK91SY-5226IAJJ},1/4/2010 9:45,UMM0715,PC-4256,Insert
{P5C1-G9YY96BA-0081BJLS},1/4/2010 10:04,UMM0715,PC-4256,Remove
{L4S3-F9KG72QH-3194RUHK},1/4/2010 11:00,UMM0715,PC-4256,Insert
{P2G9-B7GZ37TN-3026DVJN},1/4/2010 11:55,UMM0715,PC-4256,Remove
{T1V4-R2GA41ER-9307YTRW},1/4/2010 13:58,UMM0715,PC-4256,Insert
{M4K1-U6SS25ZK-4167DOJQ},1/4/2010 14:03,UMM0715,PC-4256,Remove
{M7P8-C1VN38YC-6348LBRY},1/4/2010 14:11,UMM0715,PC-4256,Insert
{K4Y4-I7IV01HV-3559ROCW},1/4/2010 14:21,UMM0715,PC-4256,Remove
{M9G4-T9FY93GN-3488COTS},1/4/2010 14:56,UMM0715,PC-4256,Insert
{D5A7-C0MI72SZ-6389MJSS},1/4/2010 15:20,UMM0715,PC-4256,Remove
{A8K4-Z6VC47JM-9623VYNW},1/4/2010 15:21,UMM0715,PC-4256,Insert
{F9I4-P0ZS53OX-0306EXVZ},1/4/2010 15:38,UMM0715,PC-4256,Remove
{L0V6-K5MF03EA-6710DMIM},1/4/2010 16:23,UMM0715,PC-4256,Insert
{P4P8-E7JT65NL-7223OSLH},1/4/2010 16:55,UMM0715,PC-4256,Remove
{A5H0-Z6PV01FK-4586JLJA},1/4/2010 17:07,UMM0715,PC-4256,Insert
{W6Q6-R7YS17CW-2587BHXE},1/4/2010 18:34,UMM0715,PC-4256,Remove
{X2S7-F5OZ12CN-4833ZOZF},1/4/2010 14:06,TMW0724,PC-0574,Insert
{Q2F6-B5IQ08ZC-3167TFIC},1/4/2010 14:50,TMW0724,PC-0574,Remove
{O7H8-V9AG28AN-6243RTLE},1/4/2010 15:38,TMW0724,PC-0574,Insert
{J4O0-A9XM19YE-5777RHOP},1/4/2010 16:05,TMW0724,PC-0574,Remove
{F1W2-K9LT73ZZ-6182UDJJ},1/4/2010 7:46,BNP0725,PC-7701,Insert
{Z7K3-C3ZW76MT-7516QAID},1/4/2010 8:18,BNP0725,PC-7701,Remove
{T9X6-N5BZ77OH-6570QMHL},1/4/2010 8:32,BNP0725,PC-7701,Insert
{P2K2-N1QS96IP-0646QCUN},1/4/2010 8:56,BNP0725,PC-7701,Remove
{D6C4-Q0JH66JY-3948UHNB},1/4/2010 8:57,BNP0725,PC-7701,Insert
{G2G6-K1HM49RB-0480HOVJ},1/4/2010 9:40,BNP0725,PC-7701,Remove
{I8Y0-E7KR46BN-4796PNDQ},1/4/2010 10:10,BNP0725,PC-7701,Insert
{N4F2-U8KF11RY-6339QGNP},1/4/2010 10:29,BNP0725,PC-7701,Remove
{B8G8-A8QZ71LD-7891LRAK},1/4/2010 11:01,BNP0725,PC-7701,Insert
{H7I0-S1RW84BB-3147PKNM},1/4/2010 11:07,BNP0725,PC-7701,Remove
{S6X7-J5TB52HT-0479NVRQ},1/4/2010 12:31,BNP0725,PC-7701,Insert
{E4N2-K1PS85FU-4181ZPEM},1/4/2010 14:15,BNP0725,PC-7701,Remove
{O1Y4-F7JG55VE-8216FGDE},1/4/2010 14:35,BNP0725,PC-7701,Insert
{X5Z4-Q8HT44DP-9118TQOC},1/4/2010 14:40,BNP0725,PC-7701,Remove
{Q6V7-A3GR85XK-8593HPNK},1/4/2010 14:45,BNP0725,PC-7701,Insert
{D5H2-U4BW93LB-0052KRPW},1/4/2010 15:05,BNP0725,PC-7701,Remove
{Y1C1-E2FX07VG-5002DJWE},1/4/2010 9:05,AWR0743,PC-3202,Insert
{J7V9-P1AV31AG-3769LYXU},1/4/2010 9:54,AWR0743,PC-3202,Remove
{C8D3-G6RB18EM-1657YQTM},1/4/2010 10:24,AWR0743,PC-3202,Insert
{Z0K3-L3YZ11EY-3109BQAN},1/4/2010 10:50,AWR0743,PC-3202,Remove
{K5U9-B5ZO63TC-9480EKHC},1/4/2010 11:23,AWR0743,PC-3202,Insert
{S6B2-C3VE33JM-1210FHOY},1/4/2010 11:38,AWR0743,PC-3202,Remove
{K4J7-Q3OJ61CM-5165LMSR},1/4/2010 14:13,AWR0743,PC-3202,Insert
{D1K8-R6FY43MB-0995KRTX},1/4/2010 14:42,AWR0743,PC-3202,Remove
{N0P1-U5QP03GV-6125XIOU},1/4/2010 9:24,LUS0750,PC-2653,Insert
{T3B3-J5VW67JR-9461WKKU},1/4/2010 10:44,LUS0750,PC-2653,Remove
{P8Q3-X1TD47JO-1615MKML},1/4/2010 11:27,LUS0750,PC-2653,Insert
{I0U6-Q6WS06QP-0581MOOP},1/4/2010 11:37,LUS0750,PC-2653,Remove
{M7S4-N1SA25FQ-6035RKRC},1/4/2010 11:52,LUS0750,PC-2653,Insert
{G5D5-E6ZT35QO-4207RWZI},1/4/2010 11:58,LUS0750,PC-2653,Remove
{R7V7-F8AN13OI-2154XAXW},1/4/2010 12:25,LUS0750,PC-2653,Insert
{I8Q8-S4FM84ND-4748JZLO},1/4/2010 13:25,LUS0750,PC-2653,Remove
{L7L9-S1JY77GP-8854WHLR},1/4/2010 7:33,BJB0763,PC-2081,Insert
{T4B9-J4YN34WN-4167EYHX},1/4/2010 7:33,BJB0763,PC-2081,Remove
{X0K0-L6QG35CK-6483QZSI},1/4/2010 9:52,BJB0763,PC-2081,Insert
{V5O4-C7AB88GZ-4323NCNK},1/4/2010 10:03,BJB0763,PC-2081,Remove
{U8P5-O7AR53RO-8812UJFI},1/4/2010 10:19,BJB0763,PC-2081,Insert
{E7Z9-V1KA40CI-5608DUMU},1/4/2010 10:48,BJB0763,PC-2081,Remove
{M4T3-U5SY80OO-7415ITRK},1/4/2010 10:48,BJB0763,PC-2081,Insert
{H9B5-M3YB65IM-8433XXLK},1/4/2010 10:58,BJB0763,PC-2081,Remove
{A4C6-A6UO59YN-7232QJER},1/4/2010 11:44,BJB0763,PC-2081,Insert
{B1D2-H9DB85JZ-1392YSZV},1/4/2010 12:56,BJB0763,PC-2081,Remove
{S9I4-S4XN69XT-4043BFNE},1/4/2010 13:00,BJB0763,PC-2081,Insert
{V7S1-X8UZ77CI-5628IFID},1/4/2010 13:14,BJB0763,PC-2081,Remove
{Y2B3-M4MS92RS-3624KFUH},1/4/2010 13:28,BJB0763,PC-2081,Insert
{N4Z5-N8OS84QJ-6967LYEM},1/4/2010 13:56,BJB0763,PC-2081,Remove
{C8J3-G7EG32AD-2067YYRI},1/4/2010 14:05,BJB0763,PC-2081,Insert
{G2R0-N4UQ85CJ-1005DPOH},1/4/2010 14:14,BJB0763,PC-2081,Remove
{C9Q0-T9FD85AJ-5217CRXY},1/4/2010 14:46,BJB0763,PC-2081,Insert
{H0G5-R4TZ19BX-4376SGMD},1/4/2010 14:48,BJB0763,PC-2081,Remove
{Y4U5-S0XI71KX-9232CTMX},1/4/2010 15:27,BJB0763,PC-2081,Insert
{V0I0-S4LO42QV-3377INNP},1/4/2010 17:03,BJB0763,PC-2081,Remove
{C3R7-L1KC78RL-0051ZZNR},1/4/2010 9:47,JGV0768,PC-9546,Insert
{Y9I5-V2QA91CX-0361THGA},1/4/2010 11:08,JGV0768,PC-9546,Remove
{O3O0-F0AT94IJ-2244ZIDE},1/4/2010 11:29,JGV0768,PC-9546,Insert
{I7Y5-B7LS51CB-6585GYRI},1/4/2010 12:04,JGV0768,PC-9546,Remove
{L1T4-N5AG77HG-1426PJMG},1/4/2010 12:32,JGV0768,PC-9546,Insert
{H5X5-O1PN80AN-2187XZYP},1/4/2010 12:47,JGV0768,PC-9546,Remove
{L1Z3-M2UI91HC-5015AXKY},1/4/2010 13:31,JGV0768,PC-9546,Insert
{T1P4-K1FD79FA-6064DWWT},1/4/2010 13:53,JGV0768,PC-9546,Remove
{B2A7-T3ZY98IC-4759FJWM},1/4/2010 13:56,JGV0768,PC-9546,Insert
{L9V2-C5AA18XT-3688ZERP},1/4/2010 14:02,JGV0768,PC-9546,Remove
{G5K9-E4SS86MK-7400GBAZ},1/4/2010 14:09,JGV0768,PC-9546,Insert
{A8P9-L7PL44HT-3206GAQJ},1/4/2010 14:53,JGV0768,PC-9546,Remove
{V3Y8-K1FC28NF-0398SGYC},1/4/2010 9:04,TAC0779,PC-2486,Insert
{M4W8-F6QO48EL-4075LKDX},1/4/2010 9:21,TAC0779,PC-2486,Remove
{I3T4-P3VV90SM-2457EMDE},1/4/2010 9:53,TAC0779,PC-2486,Insert
{P9J4-G7MC20TJ-5395WGSX},1/4/2010 9:56,TAC0779,PC-2486,Remove
{S8Q3-T9ZM66EY-2727ILJZ},1/4/2010 10:22,TAC0779,PC-2486,Insert
{A7P5-N3FW95TY-2034HLOQ},1/4/2010 10:53,TAC0779,PC-2486,Remove
{N1H2-K5QZ31YG-3122WCYM},1/4/2010 10:58,TAC0779,PC-2486,Insert
{Y1V3-G2TP78OS-9111LHPV},1/4/2010 11:10,TAC0779,PC-2486,Remove
{E5E6-I9NP57PW-3808CRZQ},1/4/2010 11:57,TAC0779,PC-2486,Insert
{V6J6-W6BQ63GV-6275BYKG},1/4/2010 12:15,TAC0779,PC-2486,Remove
{C6B2-T2PK71PU-0091EDCU},1/4/2010 12:31,TAC0779,PC-2486,Insert
{X5G6-B3KU64TP-5321OJRI},1/4/2010 12:48,TAC0779,PC-2486,Remove
{I9P1-U8AX01ZA-5970VGLD},1/4/2010 13:33,TAC0779,PC-2486,Insert
{Z2Z6-H3RP99PO-9511ZEID},1/4/2010 13:40,TAC0779,PC-2486,Remove
{Y7V7-Q4GJ24VN-8706VSBL},1/4/2010 14:01,TAC0779,PC-2486,Insert
{B7D0-S6PE49LM-3043EMWJ},1/4/2010 15:39,TAC0779,PC-2486,Remove
{H7H7-L6UR29WY-5248ZSVY},1/4/2010 16:22,TAC0779,PC-2486,Insert
{S1N4-C8CW91JM-6821VLKB},1/4/2010 16:27,TAC0779,PC-2486,Remove
{S0I2-K9DG94IM-2645KLEQ},1/4/2010 16:41,TAC0779,PC-2486,Insert
{J6S6-A6FW59ML-5048MPVB},1/4/2010 17:26,TAC0779,PC-2486,Remove
{D1L2-J8UB28PY-0132PVBP},1/4/2010 8:31,PKP0780,PC-2996,Insert
{Z0K2-R5VX78EV-2652QGGM},1/4/2010 9:16,PKP0780,PC-2996,Remove
{Q0P1-L9UL55YA-1311FBDS},1/4/2010 10:39,PKP0780,PC-2996,Insert
{B6X9-N9WD44II-5303XWNZ},1/4/2010 10:45,PKP0780,PC-2996,Remove
{G1A7-T7QK36PK-5450ZEQG},1/4/2010 10:47,PKP0780,PC-2996,Insert
{L9D3-Q0IN97UB-2081QAFG},1/4/2010 11:22,PKP0780,PC-2996,Remove
{G6I7-T9VV92ND-9926DILR},1/4/2010 12:24,PKP0780,PC-2996,Insert
{D0H2-H9YW52SE-0892UFHM},1/4/2010 12:50,PKP0780,PC-2996,Remove
{F6J0-B1OL93ER-5464FIMG},1/4/2010 13:39,PKP0780,PC-2996,Insert
{X8U2-V2SY90WR-0207TBRH},1/4/2010 14:03,PKP0780,PC-2996,Remove
{X6H9-E6GY20DN-2585YPGL},1/4/2010 14:31,PKP0780,PC-2996,Insert
{N5U0-D7EJ70XR-9918UZPX},1/4/2010 14:42,PKP0780,PC-2996,Remove
{J1P0-B4YX61ES-5408LJGM},1/4/2010 15:15,PKP0780,PC-2996,Insert
{J6C1-M0TF47DA-8455CBBO},1/4/2010 15:51,PKP0780,PC-2996,Remove
{X0Z6-H7OP38VO-6168PXUX},1/4/2010 16:19,PKP0780,PC-2996,Insert
{L4H4-D8LM45ET-9155XMRT},1/4/2010 17:07,PKP0780,PC-2996,Remove
{N4S3-K6GI41AG-5851GDWI},1/4/2010 6:38,MCH0781,PC-2837,Insert
{D4U7-L9YI10BF-2316TMXP},1/4/2010 6:42,MCH0781,PC-2837,Remove
{O3E4-M0OZ57YO-2707ZJTX},1/4/2010 6:44,MCH0781,PC-2837,Insert
{S1Q0-W7PX13UO-3857PHMN},1/4/2010 7:21,MCH0781,PC-2837,Remove
{M5U4-R1LL31NJ-7586ZDJQ},1/4/2010 7:30,MCH0781,PC-2837,Insert
{V0Y5-A9GK36JS-0606FSRL},1/4/2010 7:45,MCH0781,PC-2837,Remove
{P7R7-W9XA62VD-0398VTDC},1/4/2010 9:21,MCH0781,PC-2837,Insert
{X9L2-B1DR03EQ-8328NFTM},1/4/2010 11:03,MCH0781,PC-2837,Remove
{Q4R1-Q9IQ68OJ-3222AVWR},1/4/2010 11:07,MCH0781,PC-2837,Insert
{X7Q7-N9ZP18PZ-1739LGZN},1/4/2010 12:29,MCH0781,PC-2837,Remove
{J1T7-A2VO31MF-4461COVF},1/4/2010 12:32,MCH0781,PC-2837,Insert
{H3K3-L2WD38QU-9605ZELA},1/4/2010 12:46,MCH0781,PC-2837,Remove
{N2E4-Q6LV57II-1955JTTY},1/4/2010 14:41,MCH0781,PC-2837,Insert
{L3F3-G4GC41RN-1193GTAG},1/4/2010 14:47,MCH0781,PC-2837,Remove
{W2M0-L7XZ57YH-3842EDIP},1/4/2010 15:09,MCH0781,PC-2837,Insert
{J3P0-L7UG81ER-1425GGYN},1/4/2010 16:20,MCH0781,PC-2837,Remove
{F3P8-A6FT23VV-8818QJIS},1/4/2010 7:37,ODG0792,PC-0523,Insert
{J2H2-L1PA39MP-6518WVAV},1/4/2010 8:04,ODG0792,PC-0523,Remove
{K4F4-V4ME67PP-9655UUXD},1/4/2010 8:38,ODG0792,PC-0523,Insert
{K6T7-J9GM09HQ-7930LUAA},1/4/2010 8:41,ODG0792,PC-0523,Remove
{F4G8-W9CK57MW-3651PLGT},1/4/2010 9:16,ODG0792,PC-0523,Insert
{F5K5-B2TJ80VA-4277MXSE},1/4/2010 9:18,ODG0792,PC-0523,Remove
{L6O3-B9BO93UN-8152XSOV},1/4/2010 10:02,ODG0792,PC-0523,Insert
{W7T0-C2SD18KL-0015FBNF},1/4/2010 10:32,ODG0792,PC-0523,Remove
{E3G2-E2NS96KV-2555CIHB},1/4/2010 10:35,ODG0792,PC-0523,Insert
{Z9R6-Y0BZ11BR-9101YXIM},1/4/2010 10:35,ODG0792,PC-0523,Remove
{R0A8-C8ON21JC-5339YLGG},1/4/2010 10:43,ODG0792,PC-0523,Insert
{M6Q6-R7LK18JZ-0903PPZM},1/4/2010 10:45,ODG0792,PC-0523,Remove
{O5M7-M1DY45RJ-1213OJLK},1/4/2010 12:13,ODG0792,PC-0523,Insert
{N8V2-T6OW46JX-5970PMXL},1/4/2010 12:21,ODG0792,PC-0523,Remove
{G4I5-Q4GH80WJ-0497GGSC},1/4/2010 12:21,ODG0792,PC-0523,Insert
{M8O6-S5MC54ZF-0976BUTJ},1/4/2010 13:10,ODG0792,PC-0523,Remove
{Y1Q9-J0LQ06GT-2238QYUZ},1/4/2010 13:24,ODG0792,PC-0523,Insert
{U2Q5-J0RA91JA-5137FSUS},1/4/2010 14:00,ODG0792,PC-0523,Remove
{C2C1-A5UX96MF-9567XZAG},1/4/2010 14:26,ODG0792,PC-0523,Insert
{R3M6-W4TZ29VJ-8566XMNE},1/4/2010 14:37,ODG0792,PC-0523,Remove
{M7C8-Z3DU81AX-2840MEHJ},1/4/2010 7:57,PCB0803,PC-5650,Insert
{P5M0-K3DX65VB-6023DYEX},1/4/2010 8:28,PCB0803,PC-5650,Remove
{F4D5-V7PO94YH-5557MHTQ},1/4/2010 9:19,PCB0803,PC-5650,Insert
{J3O0-L4GZ61NZ-6926YJXP},1/4/2010 10:27,PCB0803,PC-5650,Remove
{D2V5-R5GB98MH-2289WHHT},1/4/2010 13:42,PCB0803,PC-5650,Insert
{X5O4-G6SS51YZ-2285RCEF},1/4/2010 14:44,PCB0803,PC-5650,Remove
{B0D1-Q4QW90OA-5990XRSD},1/4/2010 15:25,PCB0803,PC-5650,Insert
{Y3G4-A9EB74JD-7067VSLI},1/4/2010 15:54,PCB0803,PC-5650,Remove
{U4E7-A0DE81KN-8660LVAQ},1/4/2010 7:26,TBR0819,PC-3007,Insert
{Q6W2-G3MC31FU-4902VEQW},1/4/2010 7:32,TBR0819,PC-3007,Remove
{N4J8-C5FV99HO-7276ORVY},1/4/2010 8:08,TBR0819,PC-3007,Insert
{H8J4-W9IL04XK-9297AGGS},1/4/2010 9:37,TBR0819,PC-3007,Remove
{J3X2-C8VB76HK-6043FPPG},1/4/2010 10:02,TBR0819,PC-3007,Insert
{Y7Q3-J6LE77IW-8156NKOQ},1/4/2010 10:11,TBR0819,PC-3007,Remove
{H8E4-I1FE99BE-0828TKPA},1/4/2010 10:36,TBR0819,PC-3007,Insert
{F5R7-E3SW47BR-3587IIQQ},1/4/2010 12:17,TBR0819,PC-3007,Remove
{Y7C7-O0ZQ16AL-2002ZEVR},1/4/2010 9:35,GFV0847,PC-4288,Insert
{W1Q5-F9CJ60BJ-2805CERV},1/4/2010 14:03,GFV0847,PC-4288,Remove
{D0R2-F0JP12JV-6574XAVX},1/4/2010 14:24,GFV0847,PC-4288,Insert
{G7Y2-A7HJ80WO-0783KVIZ},1/4/2010 16:20,GFV0847,PC-4288,Remove
{V7H8-M4BD13ZK-8890LVPZ},1/4/2010 16:22,GFV0847,PC-4288,Insert
{J3W8-W5NV83FE-6012ZHKN},1/4/2010 18:55,GFV0847,PC-4288,Remove
{J4S5-G8OR06PJ-6651MTVX},1/4/2010 7:21,PAM0851,PC-9246,Insert
{B7G3-X5UT44FY-7690QRDK},1/4/2010 8:28,PAM0851,PC-9246,Remove
{R4N9-E1DB97GT-4703OJZQ},1/4/2010 8:46,PAM0851,PC-9246,Insert
{A2R6-Y6NE39FK-2896SVLE},1/4/2010 8:49,PAM0851,PC-9246,Remove
{Q7G1-Y9QS96RE-9404MCSR},1/4/2010 9:22,PAM0851,PC-9246,Insert
{K9L0-J9SZ53PJ-1250NYMF},1/4/2010 10:59,PAM0851,PC-9246,Remove
{X7R0-L2HS26HV-3528JCHJ},1/4/2010 12:10,PAM0851,PC-9246,Insert
{I3G1-P2DC71LG-0097JGXN},1/4/2010 12:34,PAM0851,PC-9246,Remove
{O8N4-B1KC04RC-7598OELU},1/4/2010 13:18,PAM0851,PC-9246,Insert
{F9J2-A4JH23UQ-6546EEHI},1/4/2010 13:23,PAM0851,PC-9246,Remove
{Q5B1-Q5HB45FN-9223WCPA},1/4/2010 9:21,TKG0859,PC-4437,Insert
{O1R2-M3OD01ES-8442PZRK},1/4/2010 9:31,TKG0859,PC-4437,Remove
{O3N9-C2RF19SU-2747CISH},1/4/2010 10:58,TKG0859,PC-4437,Insert
{G0M5-W5RM76TY-4245RVKV},1/4/2010 11:22,TKG0859,PC-4437,Remove
{M0B9-F7FJ80UL-7693NBJI},1/4/2010 12:07,TKG0859,PC-4437,Insert
{I9N4-Y2BF52XU-7227RTAT},1/4/2010 12:17,TKG0859,PC-4437,Remove
{F7M7-C0BR50LJ-8236HAIZ},1/4/2010 14:20,TKG0859,PC-4437,Insert
{K3W3-L4BT14LY-5320WPPW},1/4/2010 14:52,TKG0859,PC-4437,Remove
{R4Z3-N3XW92DA-3610QBSP},1/4/2010 15:32,TKG0859,PC-4437,Insert
{S0I8-B0HA28DM-9244KSGM},1/4/2010 15:41,TKG0859,PC-4437,Remove
{C2K6-Y0IO93LN-9953WPHS},1/4/2010 17:23,TKG0859,PC-4437,Insert
{I3U0-C5YH25DI-3572IQFM},1/4/2010 17:41,TKG0859,PC-4437,Remove
{A4F9-P5BI13DH-3925FDMM},1/4/2010 8:20,JGC0862,PC-6434,Insert
{J1T9-G3QJ81YL-5791QZYN},1/4/2010 8:30,JGC0862,PC-6434,Remove
{T3A1-A0VK05OQ-5142PKHH},1/4/2010 9:08,JGC0862,PC-6434,Insert
{U2V6-I1MN67MF-7982TTTU},1/4/2010 11:42,JGC0862,PC-6434,Remove
{M9S0-Y8OJ44PQ-0739RUVJ},1/4/2010 11:53,JGC0862,PC-6434,Insert
{C7R9-Q1WV20MF-8477EFCX},1/4/2010 12:42,JGC0862,PC-6434,Remove
{G9T5-B9KN13WN-2752YOCT},1/4/2010 12:50,JGC0862,PC-6434,Insert
{J2M8-C1YM51JO-2309VPXQ},1/4/2010 13:41,JGC0862,PC-6434,Remove
{L7W8-U4RW66PZ-8153KXTS},1/4/2010 14:24,JGC0862,PC-6434,Insert
{W1F9-Z9DQ10SS-8311BFXR},1/4/2010 14:58,JGC0862,PC-6434,Remove
{R5P6-A0OM39CR-6255HOML},1/4/2010 15:26,JGC0862,PC-6434,Insert
{K7S9-U3GT93ET-3078VNGW},1/4/2010 15:42,JGC0862,PC-6434,Remove
{A9M7-K4VJ66NQ-9199EOTL},1/4/2010 16:30,JGC0862,PC-6434,Insert
{R2S8-A3QC37AZ-0118XOGG},1/4/2010 16:38,JGC0862,PC-6434,Remove
{I7M6-B2DY07BX-0877OUJE},1/4/2010 16:54,JGC0862,PC-6434,Insert
{L2J0-B6XW68QJ-3245ZKZO},1/4/2010 17:02,JGC0862,PC-6434,Remove
{H8Z9-O4BJ97NO-0028RGZE},1/4/2010 17:39,JGC0862,PC-6434,Insert
{M9V3-R2TR66JI-4509SNWY},1/4/2010 17:41,JGC0862,PC-6434,Remove
{O5G1-O1FO79VI-2566HTYB},1/4/2010 17:50,JGC0862,PC-6434,Insert
{B5V1-G2PV69CK-8886FBTT},1/4/2010 18:48,JGC0862,PC-6434,Remove
{U1J6-F2QA08TT-7487EGTL},1/4/2010 10:08,CAS0872,PC-9880,Insert
{E3J7-E9ON12ZR-6370WOET},1/4/2010 11:12,CAS0872,PC-9880,Remove
{V4J5-Q6DT88XN-1209JBUF},1/4/2010 11:17,CAS0872,PC-9880,Insert
{J9V1-P1DL79SF-0351MCPX},1/4/2010 11:55,CAS0872,PC-9880,Remove
{K5I3-H8HI84NH-8140HEAO},1/4/2010 12:35,CAS0872,PC-9880,Insert
{P3O6-Q6FF81EO-1575FYEA},1/4/2010 13:55,CAS0872,PC-9880,Remove
{B9I6-Y6BX38FK-5806YYVH},1/4/2010 14:03,CAS0872,PC-9880,Insert
{P5U7-G1JR11RD-3629RRTZ},1/4/2010 14:17,CAS0872,PC-9880,Remove
{K7Q8-E3JS62QB-5802EJQA},1/4/2010 14:30,CAS0872,PC-9880,Insert
{U0O7-D6HC52ZO-8524OOWQ},1/4/2010 14:38,CAS0872,PC-9880,Remove
{T8L8-F8AT96CI-1727XAXL},1/4/2010 8:42,VRR0873,PC-2482,Insert
{C0Z8-B2JB20ZN-5289VMGT},1/4/2010 9:45,VRR0873,PC-2482,Remove
{T8E2-F1TT72QM-1795KZNM},1/4/2010 8:33,ANH0876,PC-3198,Insert
{Z7G5-B9DT60WX-4642ONOJ},1/4/2010 8:39,ANH0876,PC-3198,Remove
{I2O2-N3OA94OW-7251ZXXE},1/4/2010 8:39,ANH0876,PC-3198,Insert
{A7V7-M5ZJ73UI-3845CIQR},1/4/2010 9:17,ANH0876,PC-3198,Remove
{W3W9-U6DP62KU-3377PXJL},1/4/2010 9:17,ANH0876,PC-3198,Insert
{C5K7-Z5NF80OI-5832LHEW},1/4/2010 10:02,ANH0876,PC-3198,Remove
{A7R0-G5CV44XN-7594CVNQ},1/4/2010 10:05,ANH0876,PC-3198,Insert
{K7N2-G1HG21OU-2419RZFH},1/4/2010 10:27,ANH0876,PC-3198,Remove
